german,english,hungarian,type,⍨,score,,
(Na ja) egal,anyway,na mindegy,exp,2015-02-07,5,,
auf diesem Gebiet forschen,,ezen a területen kutatni,exp,2015-03-22,5,,
"s ausgehen, ausgingen, ausgegangen","to go out, to party",elmenni bulizni,verb,2015-02-06,5,,
Biegt nach rechts ab.,Turn right.,Fordulj jobbra.,exp,2015-02-12,5,,
Bin noch am Leben,,Élek; életben vagyok,exp,2015-02-09,5,,
bist du hierzu bereit?,are you ready for this?,készen állsz?,exp,2015-02-06,5,,
danke trotzdem,Thanks anyway.,azért köszi,exp,2015-02-06,5,,
das kann man wohl sagen.,I guess you can say that,szerintem lehet mondani,exp,2015-02-06,5,,
die Unterhaltung ist vorbei.,the conversation is over.,a beszélgetésnek vége,exp,2015-02-07,5,,
einerseits ... andererseits,on one side ... on the other side,egyfelől ... másfelől,exp,2014-10-20,5,,
endlich ist es so weit.,finally it is ready,végre kész!,exp,2015-02-06,5,,
erstens ... zweitens,firstly ... secondly,először is ... másodszor is,exp,2014-10-20,5,,
es geht auch hiermit.,it also goes with this.,ezzel megy,exp,2015-02-06,5,,
es ist geschafft,it's done,"elkészült, megvan",exp,2015-02-07,5,,
es ist Pflicht,,ez kötelező,exp,2015-03-04,5,,
es juckt mich nicht,I don't give a damn,nem érdekel,exp,2014-10-20,5,,
es reicht,,elég volt,exp,2015-03-13,5,,
es sei denn,,kivéve,exp,2015-03-15,5,,
helfen Sie mir hiermit,will you help me with this?,segítenél ezzel/ebben?,exp,2015-02-06,5,,
"s herausgehen, herausgingen, herausgegangen",to come outside,kijönni (levegőre),verb,2015-02-06,5,,
heute ist der Tourismus von Bedeutung.,tourism is of importance today.,a tourismus fontos manapság,exp,2015-02-07,5,,
"s hinausgehen, hinausgingen, hinausgegangen",to go outside,kimenni (levegőre),verb,2015-02-06,5,,
ich bin dafür bereit.,I am ready for that.,készen állok (rá),exp,2015-02-06,5,,
Ich freu mich 'drauf,,várom már,exp,2015-03-09,5,,
Ich habe dich lieb,I love you (for family),szeretlek (nem szerelemmel),exp,2014-10-20,5,,
Ich kriege es hin,,meg tudom csinálni,exp,2015-04-18,5,,
Ich lebe noch,,Élek; életben vagyok,exp,2015-02-09,5,,
ich sehe auch so,,én is így látom; egyetértek,exp,2015-03-13,5,,
im Begriff zu gehen sein,to be about to go,épp indulni,exp,2015-02-07,5,,
in Ruhe lassen,to leave alone,békén hagyni,exp,2015-02-05,5,,
ist sie in Ordnung?,is she OK?,rendben van?,exp,2015-02-07,5,,
kein Zeichen davon?,no sign of it?,nyoma sincs?,exp,2015-02-07,5,,
kommt sie klar?,is she OK? (slang),rendben van? (slang),exp,2015-02-07,5,,
mir geht's genauso,,"nekem is, én is; egyetértek",exp,2015-03-13,5,,
mit Nachdruck,,"nyomékosan, nyomatékkal",exp,2015-02-09,5,,
rufen nach der Polizei,,rendőrért kiálltani,exp,2015-03-30,5,,
Sag das nochmal!,Say that again!,Mondd mégegyszer (ha mered)!,exp,2015-02-09,5,,
sehr betroffen sein,,lesúlytva lenni,exp,2015-03-09,5,,
Sei's drum,anyway (rarely used),na mindegy (ritkán használt),exp,2015-02-07,5,,
so weit sein,to be ready,késznek lenni,exp,2015-02-07,5,,
sooft es geht,as often as possible,amilyen gyakran csak lehet,exp,2015-03-04,5,,
soweit ich weiß,as far as I know,tudtommal,exp,2015-02-07,5,,
unter die Woche,during the week (working days),a héten (hétvége nélkül),exp,2015-02-07,5,,
wer anderer kommt mit?,who else is coming?,ki jön még?,exp,2015-02-06,5,,
wer kommt noch hinzu?,who else is coming?,ki jön még?,exp,2015-02-06,5,,
wie auch immer,anyway,na mindegy,exp,2015-02-07,5,,
wo ... doch,,"annak ellenére, hogy; holott; habár; merthogy ugyebár",exp,2015-03-04,5,,
wunschlos glücklich,perfectly happy,maradéktalanul boldog (ált. irónikus),exp,2014-10-20,5,,
jetzt kracht es,,el fog durranni az agya??,expression,2015-02-28,5,,
Eine Hand wäscht die andere,You scratch my back and I'll scratch yours.,Kéz kezet mos.,idiom,2015-02-07,5,,
Es regnet wie shit,It's raining like shit,Szakad az eső,idiom,2015-02-07,5,,
Halt die Ohren steif!,Chin up!,Fel a fejjel!,idiom,2015-02-07,5,,
Ich drücke dir die Daumen!,I’ll keep my fingers crossed for you!,Drukkolok!,idiom,2015-02-07,5,,
Lachen ist die beste Medizin.,Laughter is the best medicine.,A nevetés a legjobb orvosság.,idiom,2015-02-07,5,,
Schnee von gestern.,No worries!,Spongyát rá!,idiom,2015-02-07,5,,
"e Abfahrt,~en",departure,indulás,noun,2015-02-07,5,,
"r Abflug,⍨e",departure,indulás,noun,2015-02-07,5,,
"e Abkürzung,~en",abbreviation; shortcut,rövidítés,noun,2015-03-15,5,,
"e Absicht,~en","intention, intent",szándék,noun,2015-03-13,5,,
"r/e Angestellte,~n","employee, staff",alkalmazott,noun,2015-02-05,5,,
"e Ankunft,⍨e",arrival,érkezés,noun,2015-02-07,5,,
"r Antrag,⍨e","application, request",kérelem,noun,2015-02-05,5,,
"r Artikel,~","article, entry; item; clause","cikk; cikkely (törvény), bekezdés",noun,2015-02-12,5,,
"r Aufbau,~ten",construction,felépíteni,noun,2015-02-09,5,,
"r Ausflug,⍨e",excursion,kirándulás,noun,2015-02-28,5,,
"e/r Beamte,Beamten","official, clerk",hivatalnok,noun,2015-02-01,5,,
"e Bearbeitung,~en",process,feldolgozás,noun,2015-02-05,5,,
"e Bedingung,~en",condition; requirement; term,körülmény,noun,2015-03-15,5,,
"e Behauptung,~en",assertion,állítás,noun,2015-03-29,5,,
"e/r Bekannte,~n",acquaintance,ismerős,noun,2015-03-04,5,,
"e Beschimpfung,~en",insult,beszólás,noun,2015-02-09,5,,
"e Besessenheit,-",obsession,megszállottság,noun,2015-03-03,5,,
"r Beweis,~e","proof, evidence",bizonyíték,noun,2015-02-05,5,,
"e Bewerbung,~en","application, candidacy",jelentkezés; pályázat,noun,2014-10-20,5,,
"r Briefumschlag,⍨e",envelope,boríték,noun,2015-02-01,5,,
"s Bruchstück,~e","shard, fragment",töredék,noun,2015-02-07,5,,
"r Datei-Manager,~",file manager,fájlkezelő,noun,2015-02-07,5,,
"r Dieb,~e",thief,tolvaj,noun,2015-03-29,5,,
"e Diebin,~nen",female thief,tolvajnő,noun,2015-03-29,5,,
"e Diele,~n","hall, hallway, foyer",előszoba,noun,2015-04-18,5,,
"r Dirigent,~en","conductor, maestro, choirmaster",karmester,noun,2015-02-15,5,,
"e Dose,~n",can,"doboz, konzervdoboz",noun,2015-02-10,5,,
"e Eifersucht,-",jealousy,féltékenység,noun,2014-10-20,5,,
"e Wahrheit,~en",truth,igazság,noun,2014-10-20,5,,
"r Eigenname,~n",proper name,tulajdonnév,noun,2015-02-07,5,,
"e Einzelheit,~en",detail,részlet,noun,2014-10-20,5,,
"e Entzündung,~en",inflammation,gyulladás,noun,2015-03-04,5,,
"e Erde,~n",Earth; ground; soil,"Föld, föld",noun,2015-03-29,5,,
"r Flur,~e","hall, hallway, corridor, stairwell","előszoba, folyosó",noun,2015-04-18,5,,
"r Fluss,⍨",river; flow,folyó,noun,2015-03-29,5,,
"e Fortsetzung,~en","continuation, resumption",folytatás,noun,2015-04-18,5,,
"e Frist,~en","deadline; term, period (time limit)",határidő,noun,2015-03-30,5,,
"r Füller,~",fountain pen,töltőtoll,noun,2015-04-18,5,,
"e Gelegenheit,~en",opportunity; facility,"lehetőség, alkalom",noun,2015-03-04,5,,
"s Gemisch,~e",mixture; composite,keverék,noun,2015-02-09,5,,
"s Gut,⍨er",goods,áru,noun,2015-02-01,5,,
"s Hilfsgut,⍨er",helping goods,"segítség (áru, termék)",noun,2015-02-01,5,,
"e Impfung,~en","injection, vaccination",oltás,noun,2015-02-01,5,,
"r Inhalt,~e",content,tartalom,noun,2015-02-01,5,,
"e Katastrophe,~n","disaster, catastrophe",katasztrófa,noun,2015-02-01,5,,
"e Klammer,~n",bracket; parenthesis; clamp,zárójel; fogó,noun,2015-02-28,5,,
"s Kuvert,~e/~s",envelope (outdated),boríték (régies),noun,2015-02-01,5,,
"r Landstrich,~e",area,terület,noun,2015-02-05,5,,
"r Magen,⍨",stomach,gyomor,noun,2015-04-18,5,,
"r Mangel,⍨","flaw; lack, shortage",hiba; hiányosság,noun,2015-03-30,5,,
"e Mischung,~en",blend,keverék,noun,2015-02-09,5,,
"e Mussjacke,~n",straitjacket (slang),kényszerkabát (slang),noun,2015-02-01,5,,
"r Nachdruck,-","emphasis, stress",nyomaték,noun,2015-02-09,5,,
"r Nachweis,~e","proof, evidence; verification; certificate",igazolás; bizonyíték,noun,2015-02-05,5,,
"e Nasennebenhöhle,n",paranasal sinuses,arcüreg,noun,2015-03-04,5,,
"r Passant,~en",passerby; pedestrian,járókelő,noun,2015-03-30,5,,
"r Pflicht,~en","duty, obligation",kötelesség,noun,2015-03-04,5,,
"s Plätzchen,~",cookie; biscuit,süti,noun,2015-03-09,5,,
"s Proviant,~e",provision; supplies,túlélőcsomag,noun,2015-03-29,5,,
"r Räuber,~",robber; pirate,rabló; kalóz,noun,2015-03-30,5,,
"r Riegel,~",bolt; bar,retesz,noun,2015-03-22,5,,
"r Schelm,~e",prankster; rogue,"zsivány, gazember",noun,2014-10-20,5,,
"e/r Schiffbrüchige,~n",castaway; shipwrecked,hajótörött; kitaszított,noun,2015-03-29,5,,
"r Täter,~","perpetrator, culprit",tettes,noun,2015-02-01,5,,
"e Tätowierung,~en",tattoo,tetoválás,noun,2015-03-29,5,,
"e Trauma,Traumata/Traumen",trauma,trauma,noun,2015-04-18,5,,
"r Umsatz,⍨e","turnover, income, sales",bevétel,noun,2015-04-18,5,,
"e Unterlage,~n",document,"irat, okmány, dokumentum",noun,2015-03-30,5,,
"e Ursache,~n","cause, reason, root",ok,noun,2015-03-22,5,,
"r Verein,~e","society, association, club",egyesület,noun,2015-02-28,5,,
"r Verkehr,~e",traffic; transport; intercourse,forgalom; közlekedés; közösülés,noun,2015-03-04,5,,
"e Verpflichtung,~en",obligation,kötelesség,noun,2015-03-04,5,,
"r Vorsprung,⍨e","advance, advantage","előny (fizikai, pontokban, stb.)",noun,2015-03-04,5,,
"s Vorstellungsgespräch,~e",job interview,bemutatkozó megbeszélés/elbeszélgetés,noun,2014-10-20,5,,
"e Walze,~n",road roller,Úthenger,noun,2015-04-18,5,,
"r Wiederaufbau,~",reconstruction,újjáépítés,noun,2015-03-29,5,,
"e Wüste,~n",desert,sivatag,noun,2015-02-05,5,,
"r Zelt,~e",tent,sátor,noun,2015-02-01,5,,
"r Zeuge,~n",witness,tanú,noun,2015-02-01,5,,
h zögern,to hesitate,hezitálni,verb,2015-02-28,5,,
"r Zuschauer,~",spectators,néző; bámészkodó,noun,2015-03-29,5,,
"e Zwangsjacke,~n",straitjacket,muszájkabát,noun,2015-02-01,5,,
hervor,,"elő, előre",prep,2015-03-04,5,,
nach vorne,to the front,előre,prep,2015-02-06,5,,
trotz + (G/D),despite sth,vmi ellenére,prep,2015-02-05,5,,
"h abbrechen, abbrachen, abgebrochen, abbrichst, abbrichst",to break off; to terminate; to discard; to demolish,abbahagyni,verb,2015-03-15,5,,
h abonnieren + (A),to subscribe to sth,előfizetni vmire,verb,2015-02-07,5,,
"h abraten, abrieten, abgeraten, abrätst, abrät + von (D)",to advise against sth.,lebeszélni vmiről,verb,2015-03-22,5,,
h abrufen,to load,betölteni,verb,2015-03-29,5,,
h absagen,"to cancel, to decline",lemondani; elutasítani,verb,2015-02-05,5,,
"s ankommen, ankamen, angekommen",to arrive,megérkezni,verb,2015-04-03,5,,
h ätzen,"to etch, to cauterize",marni,verb,2015-02-15,5,,
h aufpassen,to mind (to be careful),"vigyázni, figyelni",verb,2015-04-11,5,,
h aufpassen + auf (A),"to watch out for sth, to look after sth; to look out for sth, to watch (keep under close observation)",vigyázni vmire/vkire,verb,2015-04-11,5,,
h aufschlagen,"to set up, to pitch up (a camp, a tent), to increase, to mark up (a price)","felverni (sarat, sátrat, árat)",verb,2015-02-01,5,,
"h ausgleichen, ausglichen, ausglichen","to compensate; to settle; to offset [financially, statistically","kiegyenlíteni (fiz.), kiegyensúlyozni",verb,2015-02-05,5,,
h auskippen,"to tip out, to empty out",kiönteni,verb,2015-02-07,5,,
h ausprobieren,to try out,kipróbálni,verb,2015-03-29,5,,
h austupfen,to sponge out,"kitunkolni, felitatni",verb,2015-02-07,5,,
"h bedenken, bedachten, bedachten + (A)",to consider sth; to mind sth; to deliberate sth,gondolni vmire,verb,2015-02-07,5,,
h befolgen,to obey sth,követni,verb,2015-02-05,5,,
"h begleichen, beglichen, beglichen",to settle; to meet; to balance,"kiegyenlíteni (átv.), megadni (tartozást)",verb,2015-02-05,5,,
h behaupten,"to claim, maintain, assert",állítani,verb,2015-03-29,5,,
"h beheben, behoben, behoben","to resolve, to fix (problem, defect)",kiküszöbölni,verb,2015-03-30,5,,
h/s beistehen,to assist,"támogatni (hivatalos, professzionális)",verb,2015-02-15,5,,
h beschimpfen,to berate; to insult; to abuse (verbally),veszekedni,verb,2015-02-07,5,,
"h besprechen, besprachen, begesprochen, besprichst, bespricht + (A)",to discuss sth,megbeszélni vmit,verb,2015-02-07,5,,
"h bestreiten, bestritten, bestritten",to deny,tagadni,verb,2015-03-13,5,,
"h betreffen, betrafen, betroffen, betriffst, betrifft","to concern, to affect",súlytani; érinteni,verb,2015-03-09,5,,
h bewältigen,"to handle, to cope with","legyőzni, leküzdeni, megoldani (akadályt, nehezen)",verb,2015-02-01,5,,
"h beweisen, bewiesen, bewiesen",to prove,bizonyítani,verb,2015-02-05,5,,
h bezweifeln,to doubt,kételkedni,verb,2015-02-07,5,,
h bezweifeln + (A),to doubt sth,kételkedni vmiben,verb,2015-02-07,5,,
s dazwischen kommen,to come up,közbejönni,verb,2015-03-15,5,,
dran sein,"to be next, to be up",következőnek lenni,exp,2015-02-05,5,,
h drohen,to threaten,fenyegetni,verb,2015-02-09,5,,
h eifern,to strive,igyekezni,verb,2015-02-15,5,,
h einholen,to overtake sb./sth.,utolérni vkit,verb,2015-03-04,5,,
h einsammeln + (A),to pick up sb,felvenni vkit (fiz.),verb,2015-02-07,5,,
h einschläfern,to lull,elaltatni (állatot),verb,2015-02-15,5,,
h einstellen,to hire; to adjust,felvenni vkit; feltölteni,verb,2015-02-09,5,,
"h erbitten, erbaten, erbeten","to request, to petition",kérelmezni,verb,2015-02-01,5,,
h erneut machen,to repeat,ismételni,verb,2015-04-18,5,,
"h erringen, errangen, errungen","to gain, to win",kiharcolni,verb,2014-10-20,5,,
h ersetzen,to replace,kicserélni,verb,2015-02-06,5,,
h erstellen,to issue,megalkotni; létrehozni; felállítani (prognózist),verb,2015-03-29,5,,
h ersticken,"to suffocate, to smother","fulladozni, megfulladni",verb,2015-03-29,5,,
h ertrinken,to drown,vízbe fulladni,verb,2015-03-29,5,,
h erwürgen,to strangle,megfojtani,verb,2015-03-30,5,,
h forschen + nach (D),to research,kutatni (vmi után),verb,2015-03-22,5,,
h forschen + über (A),to research,kutatni (vmilyen területen),verb,2015-03-22,5,,
h fortsetzen,to continue,folytatni,verb,2015-04-18,5,,
"h hängen, hingen, gehängt",to hang; to be suspended; to stick; to cling,tartani,verb,2015-04-18,5,,
h heilen,to heal,gyógyítani,verb,2015-03-29,5,,
"h herausfinden, herausfanden, herausgefunden",to find out,kideríteni; kitalálni,verb,2015-03-22,5,,
h hereinstellen,to upload,feltölteni (weboldalra pl.),verb,2015-02-09,5,,
h hinkriegen,to be able,képesnek lenni,verb,2015-04-18,5,,
h hinlegen + sich (A),to lie down,lefeküdni (pihenni),verb,2015-02-01,5,,
"h hinweisen, hinwiesen, hingewiesen",to indicate; to suggest,"rámutatni, utalni",verb,2015-02-07,5,,
"h hinweisen, hinwiesen, hingewiesen + auf (A)",to point out sth,felhívni vmire a figyelmet,verb,2015-02-07,5,,
h hoffen + auf (A),to hope for sth,"remélni, reménykedni vmiben",verb,2015-02-07,5,,
s dabei sein,to be in; to participate,benne lenni; részt venni,exp,2015-02-15,5,,
h verderben + sich (D) + den Magen,,hasat elrontani,idiom,2015-04-18,5,,
s impfen,to vaccinate; to inoculate,beoltani,verb,2015-02-28,5,,
s klettern,to climb,mászni,verb,2015-04-18,5,,
h lachen + über (A),to laugh,nevetni vmin,verb,2015-02-07,5,,
h lauschen,to eavesdrop,kihallgatni (vmit); hallgatózni,verb,2015-02-15,5,,
h legen + sich (A),to sort,elrendeződni,verb,2015-02-01,5,,
"h messen, maßen, gemessen, misst, misst",to measure,mérni,verb,2015-02-01,5,,
h nacheifern,"to emulate (sb.), to try to equal (sb.)","utánozni, majmolni",verb,2015-02-15,5,,
h nachweisen,to prove; to verify; to certify,bizonyítani; igazolni,verb,2015-02-05,5,,
h nummerieren,to number,számozni,verb,2015-04-18,5,,
h renovieren,to renovate,renoválni (csak felületet),verb,2015-03-22,5,,
h sanieren,to redevelop; to reconstruct,renoválni (alaposan),verb,2015-03-22,5,,
h schimpfen,to badmouth (coll.); to offend; to rant; to scold,veszekedni; szidni; ,verb,2015-02-07,5,,
h schimpfen + auf (A),to rail against sth,szidni vkit/vmit; leszidni (gyereket),verb,2015-02-07,5,,
h schimpfen + mit (D),to rant and rave at sb,veszekedni vkivel,verb,2015-02-07,5,,
h schützen,to protect; to shelter; to defend,védeni,verb,2015-04-18,5,,
h setzen + sich(A) + zur Ruhe,,nyugdíjba vonulni,verb,2015-02-10,5,,
h Spaß verderben,,elrontani a hangulatot,verb,2015-04-18,5,,
h sperren,to bar; to space out the letters,elzárni,verb,2015-03-04,5,,
h teilen,"to divide, to share",osztani,verb,2015-03-30,5,,
h trennen,"to separate, to sort",szétválasztani,verb,2015-03-22,5,,
h überprüfen,"to review, to check",ellenőrizni,verb,2015-02-01,5,,
h überweisen,to transfer,átutalni,verb,2015-03-30,5,,
s umkippen,to faint; to overturn,eldőlni; felborítani,verb,2015-02-07,5,,
h umsetzen,to implement; to transform; to translate; to convert; to transpose,bevételt csinálni,verb,2015-04-18,5,,
s unten sein,to be downstairs,lent lenni (fiz.),verb,2015-02-06,5,,
h unterschätzen,to underestimate,alábecsülni,verb,2015-03-30,5,,
s unterwegs sein,to be on the way; to be on the road,úton lenni; útban lenni (vhova),verb,2015-02-06,5,,
h urteilen,to judge,ítélni; ítélni,verb,2015-03-09,5,,
"h verderben, verdarben, verdorben",to deprive; to ruin; to spoil (food),elrontani,verb,2015-04-18,5,,
h verhaften,to arrest,letartóztatni,verb,2015-03-30,5,,
h verhandeln,to negotiate; to bargain,tárgyalni; alkudozni,verb,2015-02-09,5,,
h vermuten,to assume; to suppose; to presume; to suspect; to guess,feltételezni,verb,2015-02-15,5,,
h vernähen,to suture; to sew up,odavarrni,verb,2015-02-07,5,,
h verriegeln,to bolt; to latch; to lock; to bar,reteszelni; alaposan bezárni,verb,2015-03-22,5,,
h versauen,to mess up,elrontani (nagyon),verb,2015-03-13,5,,
h verstecken,to hide,elrejteni,verb,2015-03-29,5,,
"h verstoßen + gegen (A), verstießen, verstoßen, verstößt, verstößt",to break (law),megsérteni (törvényt),verb,2015-02-07,5,,
h verteilen,"to distribute, to spread, to spread out","elosztani, kiosztani; kiadni",verb,2015-02-01,5,,
h vertrauen,to trust,megbízni,verb,2015-02-15,5,,
h vertrauen + auf (A),to trust sb,megbízni vmiben/vkiben,verb,2015-03-22,5,,
h verurteilen,to condemn,elítélni,verb,2015-03-09,5,,
h verwirklichen,"to substantiate, realize; to materialize; to achieve, to fulfil",megvalósítani,verb,2015-03-29,5,,
h verwüsten,to devastate; to ruin,elpusztítani,verb,2015-02-05,5,,
h verzichten + auf (A),to do without,lemondani valamiről,verb,2015-02-09,5,,
s verzweifeln,to panic,kétségbeesni,verb,2015-02-07,5,,
s verzweifeln + über (A),to despair of sth,kétségbeesni vmitől,verb,2015-02-07,5,,
h warten,to wait,várakozni,verb,2015-02-07,5,,
h warten + auf (A),to wait for sth; to await sb/sth,várni vmit,verb,2015-02-07,5,,
h wüsten,to waste,pusztít,verb,2015-02-05,5,,
"h zufrieren, zufroren, zugefroren",,befagyni,verb,2015-03-29,5,,
h zulächeln + D,to smile at sb.,rámosolyogni vkire,verb,2015-03-04,5,,
"h zurückdenken, zurückdachten, zurückdachten",to think back,visszagondolni,verb,2015-02-07,5,,
"h zurückdenken, zurückdachten, zurückdachten + auf (A)",to reminisce about sth,visszagondolni vmire,verb,2015-02-07,5,,
h zuschauen,,"nézni, megnézni",verb,2015-03-29,5,,
h zustimmen,to agree,egyetérteni; elfogadni (szavazásnál),verb,2015-02-15,5,,
h zweifeln,to doubt,kételkedni,verb,2015-02-07,5,,
h zweifeln + an (D),to doubt sth,kételkedni + vmiben,verb,2015-02-07,5,,
bald,"soon, near in time",hamarosan,adv,2015-03-04,5,,
bevor,before,mielőtt,conj,2015-02-28,5,,
daher,therefore,emiatt,adv,2015-03-09,5,,
daraufhin,"thereupon, consequently, subsequently",ezután; errefel,adv,2015-02-28,5,,
ehe,before,mielőtt,conj,2015-02-28,5,,
es hat sich so ergeben,it just came about like that,így alakult; ez adta magát,exp,2015-02-13,5,,
Es läuft ein Wettbewerb,There's a competition.,,exp,2015-02-12,5,,
h hindern + an + (D),to impede; to prevent,akadályozni vmiben,verb,2015-02-28,5,,
Ich hindere dich daran zu Rauchen,,megakadályozlak a dohányzásban,exp,2015-02-28,5,,
Ich verhindere dass du rauchst,,"megakadályozom, hogy dohányozz",exp,2015-02-28,5,,
Ich werde mir das anschauen.,I will look at that; I will watch that,majd megnézem; majd ránézek,exp,2015-02-13,5,,
h kosten,to taste; to cost,kerülni vmibe; kóstolni,verb,2015-02-12,5,,
nimmer,"never, no longer","soha (elavult, déli, osztrák)",adv,2015-04-13,5,,
sinngemäß,corresponding,értelemszerint,adj,2015-02-28,5,,
überaus,extremely,extrém mód,adj,2015-03-13,5,,
h verlaufen + sich (A),to get lost,elveszni,verb,2015-02-13,5,,
h verlegen,,áthelyezni,verb,2015-03-13,5,,
h verschlucken + sich(A),,félrenyelni,verb,2015-02-28,5,,
vorausgesetzt,"provided, assumed",feltéve hogy,adj,2015-03-15,5,,
Was bildet er sich ein.,Who does he think he is?,mit képzel magáról,exp,2015-02-13,5,,
"r Zettel,~",,cédula,noun,2015-02-28,5,,
zunächst,"initially; first of all, in the first place",eleinte,adv,2015-03-13,5,,
"e Spur,~en",trace,nyom,noun,2015-04-19,5,,
h vorausgesetzen,to assume; to require (as precondition),feltételezni,verb,2015-04-19,5,,
h umschreiben,,átírni,verb,2015-04-21,5,,
"e Gemeinde,~n",,faluk közössége/csoportja,noun,2015-04-21,5,,
"e Gemeinschaft,~en",,közösség,noun,2015-04-21,5,,
"e Wohngemeinschaft,~en",,lakóközösség,noun,2015-04-21,5,,
h Hilfe leisten,,segítséget nyújtani,verb,2015-04-21,5,,
h Hausarbeit leisten,,házimunkát végezni,verb,2015-04-21,5,,
"h anschieben, anschoben, angeschoben",,betolni (autót),verb,2015-04-21,5,,
h feststellen,,megállapítani,verb,2015-04-21,5,,
h bewerten,,"értékelni, értékelést adni",verb,2015-04-21,5,,
leserlich,,olvasható,adj,2015-04-21,5,,
lesbar,,olvasmányos,adj,2015-04-21,5,,
löslich,,oldható,adj,2015-04-21,5,,
lösbar,,megoldható,adj,2015-04-21,5,,
brechlich,,törékeny,adj,2015-04-21,5,,
brechbar,,törhető,adj,2015-04-21,5,,
zerbrechlich,,törékeny,adj,2015-04-21,5,,
zerberchbar,,széttörhető,adj,2015-04-21,5,,
verständlich,,érthető (beszéd),adj,2015-04-21,5,,
verstehbar,,érthető (ok),adj,2015-04-21,5,,
gebräuchlich,,használatos,adj,2015-04-21,5,,
gebrauchbar,,használható,adj,2015-04-21,5,,
